label,text
推荐诊疗方案,是否需要患者使用口服抗真菌药？
病史档案查询,患者近期是否有外伤史？
病史档案查询,患者过去是否做过相关手术？
病史档案查询,患者是否有慢性病史？
病史档案查询,患者是否有吸烟、酗酒等不良习惯？
病史档案查询,患者最近的睡眠情况如何？
病史档案查询,患者的饮食规律是怎样的？
病史档案查询,患者是否有宠物接触史？
病史档案查询,患者是否有疫区接触史？
病史档案查询,患者的情绪状态怎么样？
疾病风险评估,患者的职业是否存在特殊的健康风险？
病史档案查询,患者的月经情况是否正常（针对女性患者）？
病史档案查询,患者的性功能是否有异常（针对相关患者）？
推荐检验检查,是否需要进行血常规检查？
推荐检验检查,是否需要进行尿常规检查？
推荐检验检查,是否需要进行 B 超检查？
推荐检验检查,是否需要进行 CT 检查？
推荐检验检查,是否需要进行核磁共振检查？
推荐检验检查,是否需要进行心电图检查？
推荐检验检查,是否需要进行脑电图检查？
推荐检验检查,是否需要进行病理检查？
推荐检验检查,是否需要进行生化检查？
推荐检验检查,是否需要进行凝血功能检查？
检查结果查询解读,请对血常规报告中的白细胞指标进行解读
检查结果查询解读,请对尿常规报告中的红细胞指标进行解读
检查结果查询解读,请对 B 超报告中的肝脏部分进行解读
检查结果查询解读,请对 CT 报告中的肺部影像进行解读
检查结果查询解读,请对核磁共振报告中的脑部影像进行解读
检查结果查询解读,请对心电图报告中的 ST 段进行解读
检查结果查询解读,请对脑电图报告中的波幅进行解读
检查结果查询解读,请对病理检查报告中的肿瘤性质进行解读
检查结果查询解读,请对生化检查报告中的肝功能指标进行解读
检查结果查询解读,请对凝血功能检查报告中的凝血时间进行解读
辅助诊断,根据这些症状和检查结果，可能是哪种心血管疾病？
辅助诊断,根据患者情况，是否可能是神经系统疾病？
辅助诊断,根据现有信息，是否是内分泌失调相关疾病？
辅助诊断,根据病情，是否可能是免疫系统疾病？
辅助诊断,从这些表现看，是否可能是消化系统疾病？
辅助诊断,根据症状和检查，是否可能是泌尿系统疾病？
辅助诊断,依据目前情况，是否可能是血液系统疾病？
辅助诊断,从这些信息判断，是否可能是呼吸系统疾病？
辅助诊断,根据病情和检查，是否可能是骨骼肌肉系统疾病？
辅助诊断,依据现有数据，是否可能是生殖系统疾病？
推荐诊疗方案,根据患者病情和检查结果，制定最佳治疗方案
推荐诊疗方案,根据患者情况，是否可以采取保守治疗？
推荐诊疗方案,根据病情，是否需要手术治疗？
推荐诊疗方案,根据检查结果，是否需要物理治疗？
推荐诊疗方案,根据患者的状况，是否可以采用中医治疗？
推荐诊疗方案,根据病情和检查，是否需要进行康复治疗？
推荐诊疗方案,根据患者的病情，是否需要调整用药剂量？
推荐诊疗方案,根据患者的检查结果，是否可以停止用药？
推荐诊疗方案,根据患者情况，是否需要联合用药？
推荐诊疗方案,根据病情，是否需要使用进口药品？
推荐诊疗方案,根据患者的身体状况，是否可以使用激素类药物？
推荐诊疗方案,根据患者情况，是否需要使用退烧药？
推荐诊疗方案,根据病情，是否需要使用止咳药？
推荐诊疗方案,根据患者的检查结果，是否需要使用降压药？
推荐诊疗方案,根据患者病情，是否需要使用降糖药？
推荐诊疗方案,根据患者情况，是否需要使用抗凝药？
推荐诊疗方案,根据病情，是否需要使用抗癫痫药？
推荐诊疗方案,根据患者的检查结果，是否需要使用抗抑郁药？
推荐诊疗方案,根据患者病情，是否需要使用抗组胺药？
推荐诊疗方案,根据患者情况，是否需要使用利尿剂？
推荐诊疗方案,根据病情，是否需要使用维生素类药物？
推荐诊疗方案,根据患者的检查结果，是否需要使用营养补充剂？
推荐诊疗方案,根据患者病情，是否需要使用增强免疫力的药物？
推荐诊疗方案,根据患者情况，是否需要使用助消化药？
推荐诊疗方案,根据病情，是否需要使用通便药？
推荐诊疗方案,根据患者的检查结果，是否需要使用止吐药？
推荐诊疗方案,根据患者病情，是否需要使用止泻药？
推荐诊疗方案,根据患者情况，是否需要使用抗过敏药？
推荐诊疗方案,根据病情，是否需要使用抗心律失常药？
推荐诊疗方案,根据患者的检查结果，是否需要使用扩血管药？
推荐诊疗方案,根据患者病情，是否需要使用降脂药？
管理建议,患者近期的随访计划？
管理建议,患者最近1次的随访记录？
管理建议,下次复诊时间？
推荐检验检查,下次复诊时需要做的检验检查有哪些？
管理建议,本次就诊后，生成一份新的居家血糖监测任务
健康处方,本次就诊后，需要特别注意的饮食建议有哪些
健康处方,本次就诊后，需要特别注意的运动建议有哪些
用药指导,本次就诊后，生成一份用药指导同步给药师
健康处方,定制一份个性化健康处方
管理建议,患者何时需要复诊？
管理建议,该患者复诊周期多长？
用药指导,患者应如何按时服药？
用药指导,药物服用时间有特殊要求吗？
用药指导,患者是否可以与其他药物一起服用？
管理建议,患者出院后需要注意什么？
健康处方,患者是否需要改变饮食习惯？
推荐检验检查,是否需要患者回院复查？
管理建议,下次复诊的最佳时间是什么？
用药指导,患者需要避免哪些食物？
推荐诊疗方案,患者是否需要理疗？
管理建议,术后需要多久才能恢复？
用药指导,药物的服用间隔是多少？
推荐诊疗方案,患者需要调整药物剂量吗？
用药指导,药物是否需要与食物一起服用？
健康处方,患者是否需要避免剧烈运动？
管理建议,康复期间有哪些注意事项？
推荐检验检查,是否建议患者每月复查？
管理建议,该病是否需要长期跟踪？
用药指导,药物的最佳服用时间是什么？
用药指导,患者能否同时服用两种药？
用药指导,该药物是否需要长期使用？
推荐诊疗方案,患者是否可以停止服药？
推荐诊疗方案,药物是否需要与其他治疗结合？
管理建议,患者的长期随访频率应该是多少？
推荐检验检查,患者下次随访是否需要增加新的检查项目？
管理建议,患者随访时需要携带哪些过往病历资料？
管理建议,如何跟进患者在随访间隔期间的健康状况？
管理建议,患者在随访期间是否需要特殊的监测设备？
管理建议,复诊时是否可以预约特定的医生？
管理建议,是否可以在线上进行复诊预约？
管理建议,如果错过复诊时间该怎么办？
管理建议,复诊预约是否可以提前修改？
管理建议,复诊时需要提前准备哪些手续？
管理建议,就诊后如何制定适合患者的血压监测任务？
管理建议,本次就诊后，如何安排患者的体重监测任务？
管理建议,是否需要为患者设置心率监测的诊前任务？
管理建议,如何根据患者情况生成营养摄入监测任务？
管理建议,就诊后怎样安排患者的症状记录任务？
健康处方,对于糖尿病患者，具体的碳水化合物摄入量建议？
健康处方,高血脂患者的脂肪摄入限制有哪些？
健康处方,高血压患者是否需要限制盐的摄入？如果是，限制多少？
健康处方,肠胃疾病患者的饮食禁忌有哪些？
健康处方,肾病患者在蛋白质摄入方面有什么注意事项？
健康处方,心脏病患者适合哪些强度的运动？
健康处方,关节疾病患者的运动方式有哪些限制？
健康处方,呼吸系统疾病患者的运动注意事项有哪些？
健康处方,如何为有心理压力的患者提供综合健康指导？
健康处方,对于长期伏案工作的患者的健康指导要点？
健康处方,为经常熬夜的患者制定健康指导方案
健康处方,对从事重体力劳动患者的健康指导
健康处方,为处于高污染环境工作的患者提供健康指导
用药指导,如何向患者解释药物的副作用？
用药指导,如果患者忘记服药，应该怎么补救？
用药指导,药物之间是否存在相互作用？
用药指导,如何确保患者理解复杂的用药方案？
用药指导,特殊人群（如孕妇、儿童、老人）用药指导的重点？
健康处方,如何根据患者的生活习惯制定健康处方？
健康处方,针对不同季节，为患者调整健康处方？
健康处方,如何结合患者的工作环境制定健康处方？
健康处方,根据患者的家族病史制定健康处方？
健康处方,为有运动爱好的患者制定个性化健康处方？
管理建议,如何判断患者是否需要提前复诊？
管理建议,如果患者病情有变化，复诊计划如何调整？
管理建议,不同疾病的患者复诊计划有何区别？
管理建议,复诊时是否需要重新评估患者的整体健康状况？
管理建议,对于复杂病例，复诊管理需要注意哪些方面？
用药指导,多种药物同时服用的先后顺序？
用药指导,药物是否需要随餐服用？
推荐诊疗方案,如何根据患者的肝肾功能调整用药方案？
用药指导,特殊剂型药物（如缓释片、肠溶片）的服用注意事项？
用药指导,药物的储存条件有什么要求？
管理建议,患者随访时是否需要家属陪同？
管理建议,如何在随访中评估患者的心理状态？
管理建议,是否需要在随访中对患者进行生活质量评估？
管理建议,患者在外地时的随访方式有哪些？
管理建议,随访时如何收集患者的最新症状信息？
管理建议,复诊时是否可以选择不同的就诊科室？
管理建议,是否可以预约加急复诊？
管理建议,如何在复诊预约系统中备注患者特殊情况？
管理建议,复诊预约是否可以通过电话进行？
管理建议,复诊时是否需要提前准备检查报告的复印件？
管理建议,就诊后为患者设置运动强度监测任务？
管理建议,如何为患者制定个性化的睡眠监测任务？
管理建议,是否需要为患者安排定期的身体指标汇总任务？
管理建议,如何根据患者的康复情况调整诊前任务？
管理建议,就诊后如何安排患者对自身不适症状的观察任务？
健康处方,对于营养不良患者的饮食改善建议？
健康处方,痛风患者的饮食注意事项有哪些？
健康处方,对素食患者的营养补充建议？
健康处方,患者在节日期间的饮食注意要点？
健康处方,在外出就餐时的饮食指导？
健康处方,老年人运动时的安全注意事项？
健康处方,如何为康复期患者制定运动计划？
健康处方,患者在运动中受伤后的处理建议？
健康处方,为有焦虑症状的患者提供日常健康指导？
健康处方,为有慢性疲劳的患者制定健康指导？
健康处方,对有视力问题的患者的健康生活指导？
健康处方,为有听力问题的患者提供健康指导？
健康处方,对有口腔疾病的患者的健康建议？
用药指导,如何向患者强调按时按量服药的重要性？
用药指导,如果药物引起过敏反应该怎么办？
用药指导,如何判断患者是否对药物产生耐药性？
用药指导,不同年龄段儿童的用药剂量计算方法？
用药指导,老人用药时的剂量调整原则？
健康处方,根据患者的居住环境制定健康处方？
健康处方,如何为喜欢旅游的患者制定健康处方？
健康处方,为有宠物的患者制定健康相关的处方？
健康处方,根据患者的社交活动制定健康处方？
健康处方,为有特殊爱好（如吸烟、饮酒）的患者制定健康处方？
管理建议,对于长期不按时复诊的患者如何管理？
管理建议,复诊时是否需要检查患者对上次医嘱的执行情况？
管理建议,如何根据患者的经济状况调整复诊计划？
管理建议,对于医保患者的复诊计划有哪些特殊考虑？
用药指导,药物是否可以碾碎或掰开服用？
用药指导,中药和西药同时服用的注意事项？
推荐诊疗方案,如何根据患者的血液检查结果调整用药？
用药指导,如何处理药物引起的胃肠道不适？
用药指导,药物对驾驶和操作机器的影响？
管理建议,如何利用线上平台进行患者随访？
推荐检验检查,患者随访时需要进行哪些心理测试？
管理建议,怎样确保随访信息的准确性和完整性？
管理建议,患者在随访期间病情突然加重该如何处理？
管理建议,对于行动不便的患者如何进行高效随访？
管理建议,复诊时能否根据患者的时间灵活调整？
管理建议,是否可以在多个医院之间共享复诊预约信息？
管理建议,如何避免复诊预约的冲突？
管理建议,复诊预约是否可以根据患者的医保类型进行优化？
管理建议,是否可以设置复诊提醒的多种方式？
管理建议,就诊后如何安排患者进行康复锻炼的记录任务？
管理建议,怎样为患者制定合理的饮水监测任务？
管理建议,是否需要为患者设置情绪波动监测任务？
管理建议,如何根据患者的治疗阶段调整诊前任务？
管理建议,就诊后如何安排患者对药物不良反应的监测任务？
健康处方,皮肤病患者在饮食上有哪些特别的注意点？
健康处方,对于贫血患者的铁元素补充饮食建议？
健康处方,甲状腺疾病患者的碘摄入相关饮食建议？
健康处方,过敏体质患者的饮食规避原则？
健康处方,脊柱疾病患者适合的核心肌群锻炼方式？
健康处方,脑卒后患者的运动康复训练指导？
健康处方,视网膜病变患者运动时的安全运动方式？
健康处方,癌症康复期患者的运动强度把握？
健康处方,为有睡眠障碍的患者提供综合健康指导？
健康处方,对有环境过敏的患者的健康生活调整建议？
健康处方,为长期处于压力环境下的患者制定健康指导？
健康处方,对有自身免疫性疾病的患者的健康指导？
健康处方,为有家族癌症病史的患者提供健康指导？
用药指导,如何指导患者处理药物过期的情况？
用药指导,如何判断药物是否会影响患者的内分泌？
检查结果查询解读,如何判断药物是否影响了患者的内分泌？
用药指导,不同剂型药物（如胶囊、滴剂）的使用技巧？
用药指导,药物对患者的生殖系统可能产生哪些影响？
健康处方,根据患者的宗教信仰制定健康处方？
健康处方,如何为经常出差的患者制定健康处方？
健康处方,为有慢性疼痛的患者制定个性化健康处方？
健康处方,根据患者的工作强度制定健康处方？
健康处方,为有长期服药史的患者制定健康相关的处方？
管理建议,如何在复诊时评估患者的康复进度？
管理建议,对于多次复发的患者如何调整复诊频率？
预问诊与病情小结,复诊时是否需要关注患者的生活方式改变？
管理建议,如何根据患者的新症状调整复诊计划？
管理建议,对于罕见病患者的复诊管理要点？
用药指导,药物是否可以与保健品同时服用？
推荐诊疗方案,如何根据患者的心电图检查结果调整用药？
用药指导,如何处理药物引起的神经系统不适？
用药指导,药物对患者的肝酶指标有何影响？
用药指导,药物是否会影响患者的凝血功能？
检查结果查询解读,药物是否影响了患者的凝血功能？
管理建议,患者在国外时的远程随访注意事项？
管理建议,如何在随访中对患者的家庭护理情况进行评估？
管理建议,是否需要在随访中对患者的社会支持系统进行评估？
管理建议,对于依从性差的患者如何加强随访？
管理建议,如何利用社区资源进行患者随访？
管理建议,复诊时是否可以选择不同的检查套餐？
管理建议,如何在复诊预约系统中添加患者的紧急联系人？
管理建议,复诊预约是否可以通过短信确认？
管理建议,复诊时是否需要提前准备影像资料的电子版？
管理建议,就诊后为患者设置呼吸功能监测任务？
健康处方,如何为患者制定定期的体能评估任务？
管理建议,是否需要为患者安排对治疗依从性的监测任务？
健康处方,如何根据患者的身体恢复情况更新诊前任务？
管理建议,就诊后如何安排患者对疾病复发迹象的监测任务？
健康处方,对于艾滋患者的饮食营养强化建议？
健康处方,帕金森患者的饮食注意事项有哪些？
健康处方,对于眼部术后患者的饮食注意要点？
健康处方,在高温环境下工作的患者饮食建议？
健康处方,在高海拔地区生活的患者饮食注意事项？
健康处方,骨折术后患者的运动康复阶段指导？
健康处方,如何为患有自闭症的患者制定运动计划？
健康处方,患者在运动中出现头晕后的处理建议？
健康处方,如何指导患者在寒冷天气下运动？
健康处方,对于运动器材有限的患者的运动建议？
健康处方,为有抑郁倾向的患者提供日常健康指导？
健康处方,为有消化不良的患者制定健康指导？
健康处方,对有耳部疾病的患者的健康生活指导？
健康处方,为有心血管疾病家族史的患者提供健康指导？
健康处方,对有呼吸系统疾病家族史的患者的健康建议？
用药指导,如何向患者解释药物的储存温度范围？
用药指导,如果药物引起口干该怎么缓解？
用药指导,如何判断药物是否影响患者的视力？
用药指导,不同年龄段老人的用药时间间隔？
用药指导,儿童用药时的口味选择与调整？
健康处方,根据患者的文化背景制定健康处方？
健康处方,如何为喜欢参加聚会的患者制定健康处方？
健康处方,为有慢性炎症的患者制定个性化健康处方？
健康处方,根据患者的日常通勤情况制定健康处方？
健康处方,为有遗传疾病风险的患者制定健康相关的处方？
管理建议,如何在复诊时与患者的家庭医生进行沟通？
管理建议,对于病情稳定的患者如何减少复诊次数？
管理建议,复诊时是否需要检查患者的自我护理能力？
管理建议,如何根据患者的治疗效果调整复诊计划？
管理建议,对于特殊人群（如残障人士）的复诊管理要点？
用药指导,药物是否可以与食物混合服用？
推荐诊疗方案,如何根据患者的超声检查结果调整用药？
用药指导,如何处理药物引起的皮肤反应？
用药指导,药物对患者的血糖指标有何影响？
用药指导,药物是否会影响患者的电解质平衡？
辅助诊断,头痛是否可能是脑部问题？
辅助诊断,腹痛是否可能与胃部问题有关？
辅助诊断,背痛是否可能是脊柱问题导致的？
辅助诊断,腿部肿胀是否可能与静脉问题有关？
辅助诊断,皮疹是否可能是皮肤问题引起的？
辅助诊断,咳嗽是否可能与肺部问题有关系？
辅助诊断,耳鸣是否可能是耳部问题的表现？
辅助诊断,视力模糊是否可能是眼部问题造成的？
辅助诊断,手部麻木是否可能与神经问题有关？
辅助诊断,关节疼痛是否可能是关节问题导致的？
用药记录,过去一个月内是否中断过任何药物？
用药记录,最近几周是否暂停过任何药物？
用药记录,前段时间是否停用过任何药物？
用药记录,过去几天是否停止服用任何药物？
用药记录,这一段时间里是否终止过任何药物？
用药记录,上个月是否有停用过任何药物？
用药记录,近段时间是否停过任何药物？
用药记录,近几周是否有停止过任何药物？
用药记录,在最近几个月内是否结束过任何药物？
用药记录,近期是否有中止任何药物？
用药记录,过去一个月内是否更换了抗过敏药物？
用药记录,过去一段时间是否改用了新的治疗方法？
用药记录,近期几个月是否换过骨质疏松药物？
用药记录,上个月是否调整过你的睡眠药物？
用药记录,过去几周是否变更过使用的抗病毒药物？
用药记录,过去一段时间是否替换了你的止痛药？
用药记录,上半年是否更换过你的甲状腺药物？
用药记录,过去几个星期是否更新了你的精神科药物？
用药记录,在最近几周内是否更改过你的避孕药？
用药记录,今年内是否改变了你的慢性病用药？
用药记录,前些日子是否重新配药了？
用药记录,过去几个月是否修改过抗癌药物？
用药记录,上几个月是否调换了泡腾维生素剂？
用药记录,最近几个月是否服用过新的肾脏病药物？
用药记录,前一个月是否更换了你的抗帕金森药物？
用药记录,上几个月是否更新了你的化疗药物？
用药记录,过去几周是否调整了消化系统药物？
用药记录,在过去的几个月中是否改变了你的哮喘药物？
用药记录,前些时间是否更换了抗凝血药物？
用药记录,过去几个月是否开始使用新的免疫抑制药物？
用药指导,请发送一份药品的使用说明书。
用药指导,请提供一份药物的详细说明书。
用药指导,请发一份药品的使用手册。
用药指导,请寄送药物的说明文档。
用药指导,请向我发送该药物的指南。
用药指导,请提供该药品的使用说明。
用药指导,请发来一份药物的说明书。
用药指导,请寄来一份药品的说明文档。
用药指导,请发一份该药品的详细使用手册。
用药指导,请发送该药的产品说明书过来。
推荐诊疗方案,结合患者的病情和这次检查结果，是否需要转诊？有哪些可选的转诊资源？
推荐诊疗方案,考虑到病人的状况和近期的检验结果，是否需要安排转诊？有哪些可行的转诊选项？
推荐诊疗方案,基于患者的当前病情和本次的检查结果，是否有必要进行转诊？有哪些可使用的转诊资源？
推荐诊疗方案,根据患者的症状和这次的检验报告，是否需转诊？有哪些替换的转诊资源？
推荐诊疗方案,依据病人的病情和最近的检查结果，是否需要推荐转诊？
推荐诊疗方案,根据患者的健康状况和此次检验结论，是否需要进行转诊？
推荐诊疗方案,结合患者的近期病情和最新的检查报告，是否有必要安排转诊？
推荐诊疗方案,根据患者目前的情况和这次的检验数据，是否需要进行转诊？有哪些可考虑的转诊选择？
推荐诊疗方案,考虑到患者的病史和此次检查结果，是否有必要进行转诊？有哪些可选的转诊方案？
推荐诊疗方案,根据病人的症状和最近的检查数据，是否需要安排转诊？有哪些可供选择的转诊资源？
推荐检验检查,根据目前情况，患者这次应该进行哪些检查？
推荐检验检查,考虑到当前状况，患者此刻需要做什么检查？
推荐检验检查,结合现有情况，患者此次需要进行哪些检查？
推荐检验检查,根据现在的情况，患者这次应接受什么检查？
推荐检验检查,依据现状，患者目前需要进行哪些检查？
推荐检验检查,根据患者的现状，这一次应安排做哪些检查？
推荐检验检查,基于目前病情，患者当前应做什么检查？
推荐检验检查,参考当前的病情，患者这次应该接受哪些检查？
推荐检验检查,依据现有的情况，患者这次该做哪些检查？
推荐检验检查,按照当前的状况，患者本次需要进行什么检查？
推荐检验检查,哪些检查能够排除感染性疾病？
推荐检验检查,通过哪些检查可以确认是否存在胸部疾病？
推荐检验检查,哪些检测方法能用来排除各种炎症？
推荐检验检查,哪些检查适用于鉴别不同类型的呼吸系统疾病？
推荐检验检查,通过哪些检测可以排除消化系统或呼吸系统的疾病？
推荐检验检查,哪些诊断方法可以用来排除内科常见病？
推荐检验检查,哪些检查能有效判断是否存在系统性疾病？
推荐检验检查,通过什么检查可以确定非传染性疾病？
推荐检验检查,哪些检测手段能够确认身体是否有重大病变？
推荐检验检查,通过哪些医学检查能排除各类急慢性病？
病史档案查询,患者最近是否做过手术？
病史档案查询,患者最近是否进行过体检？
病史档案查询,患者最近是否接受过治疗？
病史档案查询,患者过去是否住过院？
病史档案查询,患者过去是否进行过骨折治疗？
病史档案查询,患者近期是否诊断过慢性疾病？
病史档案查询,患者此前是否治疗过心脏病？
病史档案查询,患者最近是否打过疫苗？
病史档案查询,患者过去一年是否检查过血糖？
病史档案查询,患者过去是否有过过敏反应记录？
病史档案查询,患者最近是否做过手术？
病史档案查询,患者最近是否进行过体检？
病史档案查询,患者最近是否接受过治疗？
病史档案查询,患者过去是否住过院？
病史档案查询,患者过去是否进行过骨折治疗？
病史档案查询,患者近期是否诊断过慢性疾病？
病史档案查询,患者此前是否治疗过心脏病？
病史档案查询,患者最近是否打过疫苗？
病史档案查询,患者过去一年是否检查过血糖？
病史档案查询,患者过去是否有过过敏反应记录？
辅助诊断,咳嗽是否与病毒感染有关？
辅助诊断,皮疹是否与过敏反应有关？
辅助诊断,头痛是否与高血压有关？
辅助诊断,腹痛是否与胃肠炎有关？
辅助诊断,呼吸急促是否与肺炎有关？
辅助诊断,恶心是否与食物中毒有关？
辅助诊断,视力模糊是否与糖尿病有关？
管理建议,患者手术前需要注意哪些事项？
管理建议,患者进行MRI检查前需要避免哪些行为？
管理建议,患者血检前需要停止哪些药物？
管理建议,患者术后需要如何护理伤口？
管理建议,患者服药期间需要避免哪些食物？
管理建议,患者康复期间需要遵循哪些饮食建议？
管理建议,患者体检前需要做哪些准备？
管理建议,患者跑前需要避免哪些活动？
管理建议,患者注射疫苗后需要注意哪些情况？
管理建议,患者孕期需要特别注意哪些药物使用？
管理建议,患者这次就诊是否接受了健康教育？
管理建议,患者最近一次就诊有没有参加健康讲座？
管理建议,患者此次看病有没有获得健康教育材料？
管理建议,患者这次检查有没有讨论健康生活方式？
管理建议,患者这次复诊有没有学习慢性病管理？
管理建议,患者最近一次问诊有没有获取预防保健知识？
管理建议,患者此次随访有没有进行健康教育？
管理建议,患者刚才的看病过程有没有包括健康教育？
管理建议,患者上个月的就诊有没有收到健康指导？
管理建议,本次检查后，建立一份健康计划发送给营养师
管理建议,这次治疗后，制作健康建议报告给复健师
管理建议,下次跟进后，提供一份健康方案给医务人员
管理建议,这次体检后，整理健康分析结果给家庭医生
管理建议,后续随访后，形成健康管理意见给护理员
管理建议,这次问诊后，传达健康建议书到主治医生
管理建议,此次随访后，提交健康评估结果给健康顾问
管理建议,下次会诊后，准备健康指导说明给理疗师
管理建议,最近看诊后，发送健康教育信息给心理医生
管理建议,上次治疗后，汇总健康注意事项给照护团队
预问诊与病情小结,之前有没有经历过头晕或眩晕？
预问诊与病情小结,近期是否出现过胃痛或消化不良？
预问诊与病情小结,过去一段时间有没有咳嗽或呼吸困难？
预问诊与病情小结,最近是否发现有任何关节疼痛？
预问诊与病情小结,之前有没有注意到食欲变化或体重波动？
预问诊与病情小结,近期是否感觉到异常的疲劳或乏力？
预问诊与病情小结,过去是否有过不明原因的发热？
预问诊与病情小结,最近一段时间有没有感到胸闷或心悸？
预问诊与病情小结,以前是否经历过失眠或睡眠障碍？
预问诊与病情小结,近期有没有受过伤或感觉到不适？
预问诊与病情小结,上次就诊的具体日期是什么时候？
预问诊与病情小结,最近一次体检是哪一天进行的？
预问诊与病情小结,患者最近一次检查的时间是什么时候？
预问诊与病情小结,过去的就诊日期是在哪个时候？
预问诊与病情小结,上次进行健康评估的时间是什么时候？
预问诊与病情小结,最近一次看医生的日期是什么时候？
预问诊与病情小结,上一次随访的时间是什么时候？
预问诊与病情小结,患者进行过治疗的日期是什么时候？
预问诊与病情小结,上次完成健康检查的具体时间是什么？
预问诊与病情小结,病人最近访问诊所的日期是什么时候？
预问诊与病情小结,日常生活中有没有感到活动不便？
预问诊与病情小结,是否感到任何动作受到限制？
预问诊与病情小结,最近是否发现走路有困难？
预问诊与病情小结,有没有经历过活动时的疼痛？
预问诊与病情小结,日常锻炼是否受到影响？
预问诊与病情小结,是否注意到身体灵活性降低？
预问诊与病情小结,有没有发现进行日常任务时感到困难？
预问诊与病情小结,患者的活动水平是否有所下降？
预问诊与病情小结,是否对某些活动感到吃力？
预问诊与病情小结,血糖水平是否有出现进一步波动？
预问诊与病情小结,肝功能检测结果是否有显示异常？
预问诊与病情小结,心脏健康是否有进一步问题？
预问诊与病情小结,血压值是否有进一步变化？
预问诊与病情小结,肾功能是否有进一步受损迹象？
预问诊与病情小结,胆固醇水平是否有进一步升高？
预问诊与病情小结,呼吸功能是否有进一步恶化？
预问诊与病情小结,免疫系统状态是否有进一步改变？
预问诊与病情小结,铁含量是否有进一步降低？
预问诊与病情小结,白细胞计数是否有进一步异常？
预问诊与病情小结,患者的血糖控制是否稳定？
预问诊与病情小结,高血压情况是否有改善？
预问诊与病情小结,呼吸困难的症状是否减轻？
预问诊与病情小结,患者的饮食状况是否正常？
预问诊与病情小结,疼痛的感觉是否有所缓解？
预问诊与病情小结,心律不齐是否得到控制？
预问诊与病情小结,患者的睡眠质量是否良好？
预问诊与病情小结,关节炎症状是否有所缓解？
预问诊与病情小结,抑郁症状是否有好转？
预问诊与病情小结,患者的免疫力是否增强？
健康处方,患者应戒除哪些不良嗜好？
健康处方,患者需要避免哪些饮食误区？
健康处方,患者应减少摄入哪些食品？
健康处方,患者需要改正哪些不健康行为？
健康处方,患者应停止哪些过度锻炼？
健康处方,患者需要戒除哪类饮品？
健康处方,患者应注意避免哪些过度压力？
健康处方,患者需限制哪些活动频率？
健康处方,患者应减少接触哪种环境因素？
健康处方,患者应摒弃哪些不良作息？
健康处方,患者需要改变哪些饮食习惯？
健康处方,如何为高血压患者设计饮食调整方案？
健康处方,如何为糖尿病患者制定日常活动指南？
健康处方,如何为心脏病患者规划康复计划？
健康处方,如何为慢性背痛患者安排适合的锻炼计划？
健康处方,如何为抑郁症患者提供心理支持方案？
健康处方,如何为关节炎患者制定运动管理策略？
健康处方,如何为失眠患者提供改善睡眠的建议？
健康处方,如何为肥胖患者设计健康减重计划？
健康处方,如何为哮喘患者提供呼吸训练方案？
健康处方,如何为术后患者规划恢复饮食计划？
用药记录,最近是否调整了降压药的剂量？
用药记录,近期有没有增加抗生素的用量？
用药记录,最近是否减少了镇痛药的使用频率？
用药记录,近期有没有改变抗抑郁药的剂量？
用药记录,最近是否添加了新的过敏药物？
用药记录,是否近期更换了降糖药的品牌？
用药记录,最近是否停止了任何抗炎药物？
用药记录,近期用药频率是否有变化？
用药记录,最近是否调整了利尿药的剂量？
用药记录,近期是否增加了维生素补充剂的使用？
用药指导,这种药物是否需要空腹服用？
用药指导,服用这种药是否需要避免酒精？
用药指导,这种药是否影响驾驶能力？
用药指导,服用这种药是否需定期监测血液？
用药指导,这种药是否有相互作用的药物？
用药指导,是不是需要按时服用这种药？
用药指导,这种药是否需要特殊储存条件？
用药指导,长期服用这种药是否有影响？
用药指导,这种药是否适合孕妇使用？
用药指导,这个药物是否需要逐渐减量停用？
用药指导,这种药是早晨服用还是晚上服用？
用药指导,药物每天服用几次合适？
用药指导,这种药可以和其他药一起服用吗？
用药指导,药物需要避免与哪些食物同服？
用药指导,服药期间是否需要限制日常活动？
用药指导,这种药需不需要整片吞服？
用药指导,药物的最佳服用时间是什么时候？
用药指导,这种药需要用水送服还是可以嚼碎？
用药指导,服药期间能否饮用咖啡或茶？
用药指导,药物可以空腹服用吗？
